booking_date,arrival_date,lead_time,adr,stays_in_weekend_nights,stays_in_week_nights,is_canceled,lead_bin,season,agent_group,guests_bin,weekend_bin,market_segment,customer_type
2016-01-07,2016-09-10,247,90.1,4,6,1,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2015-11-05,2016-09-11,311,120.0,1,0,0,181d+,autumn,242,2,over half,Online TA,Transient
2016-02-29,2016-09-11,195,119.0,2,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-08,2016-09-11,247,143.33,2,4,1,181d+,autumn,240,4+,up to half,Online TA,Transient
2016-01-11,2016-09-11,244,88.71,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-10-15,2016-09-12,333,130.5,1,1,1,181d+,autumn,242,2,up to half,Online TA,Transient
2015-10-16,2016-09-12,332,117.0,1,1,1,181d+,autumn,242,2,up to half,Online TA,Transient
2016-03-22,2016-09-12,174,64.8,2,5,1,91-180d,autumn,other,2,up to half,Offline TA/TO,Transient
2015-11-21,2016-09-12,296,85.11,2,5,1,181d+,autumn,6,2,up to half,Offline TA/TO,Transient
2016-03-21,2016-09-12,175,148.29,2,5,1,91-180d,autumn,240,2,up to half,Online TA,Transient
2015-12-16,2016-09-12,271,87.3,3,7,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-07-18,2016-09-12,422,62.9,3,7,0,181d+,autumn,other,3,up to half,Offline TA/TO,Contract
2015-12-15,2016-09-12,272,102.6,3,7,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-08-19,2016-09-12,390,53.85,3,7,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-12-30,2016-09-12,257,143.0,1,4,1,181d+,autumn,240,4+,up to half,Online TA,Transient
2016-01-20,2016-09-12,236,76.5,2,5,0,181d+,autumn,315,2,up to half,Offline TA/TO,Transient
2015-08-19,2016-09-12,390,53.85,4,10,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2016-01-11,2016-09-12,245,101.4,5,10,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-20,2016-09-12,236,137.67,5,10,1,181d+,autumn,240,4+,up to half,Online TA,Transient
2016-03-04,2016-09-13,193,149.0,0,3,1,181d+,autumn,240,2,none,Online TA,Transient
2016-01-06,2016-09-13,251,77.4,0,5,1,181d+,autumn,240,2,none,Online TA,Transient
2015-10-15,2016-09-13,334,69.43,2,5,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2016-01-18,2016-09-13,239,98.0,2,6,1,181d+,autumn,156,2,up to half,Offline TA/TO,Transient
2015-09-23,2016-09-13,356,90.9,2,8,0,181d+,autumn,40,2,up to half,Offline TA/TO,Transient
2015-10-23,2016-09-14,327,59.4,0,4,0,181d+,autumn,other,2,none,Groups,Transient-Party
2015-10-23,2016-09-14,327,61.4,0,4,0,181d+,autumn,other,2,none,Groups,Transient-Party
2015-10-23,2016-09-14,327,61.4,0,4,0,181d+,autumn,other,2,none,Groups,Transient-Party
2015-10-23,2016-09-14,327,61.4,0,4,0,181d+,autumn,other,2,none,Groups,Transient-Party
2015-10-23,2016-09-14,327,59.4,0,4,0,181d+,autumn,other,2,none,Groups,Transient
2015-10-23,2016-09-14,327,61.4,0,4,0,181d+,autumn,other,2,none,Groups,Transient-Party
2016-03-05,2016-09-14,193,134.0,1,4,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-29,2016-09-14,229,114.0,1,4,0,181d+,autumn,240,2,up to half,Online TA,Transient
2015-10-15,2016-09-14,335,76.4,1,4,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-14,335,66.0,1,4,0,181d+,autumn,none,0-1,up to half,Groups,Transient-Party
2015-10-15,2016-09-14,335,68.0,2,4,0,181d+,autumn,none,0-1,up to half,Groups,Transient-Party
2015-10-15,2016-09-14,335,71.0,2,4,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-14,335,68.0,2,4,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-14,335,78.0,2,5,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-23,2016-09-14,327,61.4,0,4,0,181d+,autumn,other,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,66.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,66.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,60.0,0,3,0,181d+,autumn,none,0-1,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,68.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,66.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,70.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,74.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,78.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,68.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,66.0,0,3,1,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,74.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,74.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,66.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,60.0,0,3,0,181d+,autumn,none,0-1,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,66.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,74.0,0,3,0,181d+,autumn,none,2,none,Groups,Transient-Party
2015-10-15,2016-09-15,336,62.0,1,3,0,181d+,autumn,none,0-1,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,110.5,1,3,0,181d+,autumn,none,3,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,66.0,1,3,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,66.0,1,3,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,60.0,1,3,0,181d+,autumn,none,0-1,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,60.0,1,3,0,181d+,autumn,none,0-1,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,68.0,1,3,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,68.0,1,3,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,60.0,1,3,1,181d+,autumn,none,0-1,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,68.0,1,3,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,60.0,2,3,0,181d+,autumn,none,0-1,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,73.2,2,3,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,66.0,2,3,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,73.2,2,3,0,181d+,autumn,none,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,60.0,2,3,0,181d+,autumn,none,0-1,up to half,Groups,Transient-Party
2015-10-15,2016-09-15,336,60.0,2,3,0,181d+,autumn,none,0-1,up to half,Groups,Transient-Party
2015-09-11,2016-09-15,370,78.5,4,10,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-12-30,2016-09-16,261,110.0,1,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-14,2016-09-16,246,99.0,1,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-12-30,2016-09-16,261,110.0,1,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-12-30,2016-09-16,261,72.0,1,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-09-19,2016-09-16,363,64.9,2,5,0,181d+,autumn,40,2,up to half,Offline TA/TO,Transient
2016-03-30,2016-09-16,170,90.0,2,5,1,91-180d,autumn,171,2,up to half,Offline TA/TO,Transient
2015-10-02,2016-09-16,350,53.85,2,5,0,181d+,autumn,40,2,up to half,Offline TA/TO,Transient
2015-10-14,2016-09-16,338,96.4,2,5,0,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2015-08-19,2016-09-16,394,92.9,2,5,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-09-16,242,80.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-30,2016-09-16,170,76.0,2,5,1,91-180d,autumn,171,2,up to half,Offline TA/TO,Transient
2016-01-05,2016-09-16,255,64.98,2,5,1,181d+,autumn,156,2,up to half,Offline TA/TO,Transient
2015-10-05,2016-09-16,347,221.07,4,7,1,181d+,autumn,241,2,up to half,Online TA,Transient
2016-01-16,2016-09-17,245,95.0,2,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-16,2016-09-17,245,80.0,2,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-18,2016-09-18,244,140.0,2,1,1,181d+,autumn,240,2,over half,Online TA,Transient
2016-02-25,2016-09-18,206,104.75,2,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-14,2016-09-18,248,85.5,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-09-08,2016-09-18,376,48.75,4,10,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-09-08,2016-09-18,376,46.75,4,10,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-10-12,2016-09-18,342,48.75,4,10,0,181d+,autumn,other,3,up to half,Offline TA/TO,Contract
2015-09-08,2016-09-18,376,46.75,4,10,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-09-09,2016-09-18,375,58.95,4,9,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2016-02-17,2016-09-19,215,112.0,1,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-07,2016-09-19,196,120.0,1,3,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-14,2016-09-19,189,68.35,1,3,1,181d+,autumn,250,2,up to half,Direct,Transient
2016-01-11,2016-09-19,252,72.0,1,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-03,2016-09-19,200,90.0,1,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-04,2016-09-19,199,158.0,1,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-02-26,2016-09-19,206,80.0,1,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-20,2016-09-19,243,71.9,2,5,0,181d+,autumn,315,0-1,up to half,Offline TA/TO,Transient
2016-01-20,2016-09-19,243,51.85,2,5,1,181d+,autumn,315,2,up to half,Offline TA/TO,Transient
2016-02-17,2016-09-19,215,95.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Group
2016-01-20,2016-09-19,243,71.9,2,5,0,181d+,autumn,315,0-1,up to half,Offline TA/TO,Transient
2016-01-20,2016-09-19,243,51.85,2,5,0,181d+,autumn,315,2,up to half,Offline TA/TO,Transient
2015-11-27,2016-09-19,297,88.9,2,5,1,181d+,autumn,315,2,up to half,Offline TA/TO,Transient
2016-01-20,2016-09-19,243,77.85,2,5,1,181d+,autumn,315,2,up to half,Offline TA/TO,Transient
2016-01-20,2016-09-20,244,80.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-10-28,2016-09-20,328,53.85,2,5,0,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2016-01-20,2016-09-20,244,90.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-20,2016-09-20,244,90.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-20,2016-09-20,244,71.0,2,5,1,181d+,autumn,240,0-1,up to half,Online TA,Transient
2016-01-20,2016-09-20,244,80.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-20,2016-09-20,244,80.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-20,2016-09-20,244,135.0,2,5,1,181d+,autumn,240,4+,up to half,Online TA,Transient
2016-02-10,2016-09-20,223,68.6,2,5,0,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2016-01-20,2016-09-20,244,71.0,2,5,1,181d+,autumn,240,0-1,up to half,Online TA,Transient
2016-01-20,2016-09-20,244,90.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-10-28,2016-09-20,328,51.85,2,5,0,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2016-01-20,2016-09-20,244,80.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-20,2016-09-20,244,90.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-20,2016-09-20,244,90.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-20,2016-09-20,244,80.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-10-28,2016-09-20,328,51.85,2,5,0,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2015-10-14,2016-09-21,343,92.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-10-14,2016-09-21,343,94.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-08-21,2016-09-21,397,70.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,72.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,70.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,60.25,0,4,0,181d+,autumn,96,0-1,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,57.0,0,4,0,181d+,autumn,96,0-1,none,Offline TA/TO,Transient-Party
2015-10-14,2016-09-21,343,56.5,0,4,0,181d+,autumn,other,0-1,none,Corporate,Transient-Party
2015-08-21,2016-09-21,397,72.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,70.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-10-14,2016-09-21,343,94.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-10-14,2016-09-21,343,92.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-10-14,2016-09-21,343,92.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-10-14,2016-09-21,343,92.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2016-03-03,2016-09-21,202,68.4,2,5,1,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2016-03-24,2016-09-21,181,114.73,4,10,1,181d+,autumn,241,3,up to half,Online TA,Transient
2015-10-28,2016-09-21,329,70.85,4,10,0,181d+,autumn,other,2,up to half,Offline TA/TO,Contract
2016-01-05,2016-09-21,260,85.5,2,8,1,181d+,autumn,240,0-1,up to half,Online TA,Transient
2015-08-21,2016-09-21,397,70.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,70.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,70.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,60.25,0,4,0,181d+,autumn,96,0-1,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,64.0,0,4,1,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,72.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-10-14,2016-09-21,343,92.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-10-14,2016-09-21,343,92.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-10-14,2016-09-21,343,92.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-10-14,2016-09-21,343,92.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-08-21,2016-09-21,397,70.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,70.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-10-14,2016-09-21,343,92.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-10-14,2016-09-21,343,92.0,0,4,0,181d+,autumn,other,2,none,Corporate,Transient-Party
2015-08-21,2016-09-21,397,70.5,0,4,0,181d+,autumn,96,2,none,Offline TA/TO,Transient-Party
2015-08-21,2016-09-21,397,62.25,0,4,0,181d+,autumn,96,0-1,none,Offline TA/TO,Transient-Party
2016-02-03,2016-09-22,232,78.0,0,1,1,181d+,autumn,other,2,none,Offline TA/TO,Transient
2016-03-15,2016-09-22,191,81.0,2,5,1,181d+,autumn,315,2,up to half,Offline TA/TO,Transient
2016-03-11,2016-09-22,195,51.85,2,5,1,181d+,autumn,243,2,up to half,Offline TA/TO,Contract
2016-03-15,2016-09-22,191,66.6,2,5,1,181d+,autumn,315,2,up to half,Offline TA/TO,Transient
2016-03-10,2016-09-23,197,92.1,1,2,1,181d+,autumn,250,2,up to half,Direct,Transient
2015-10-21,2016-09-23,338,85.6,2,5,0,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2016-03-30,2016-09-23,177,76.0,2,5,1,91-180d,autumn,171,2,up to half,Offline TA/TO,Transient
2015-12-10,2016-09-24,289,64.0,2,1,1,181d+,autumn,96,2,over half,Groups,Transient-Party
2015-12-10,2016-09-24,289,64.0,2,1,1,181d+,autumn,96,2,over half,Groups,Transient-Party
2015-12-10,2016-09-24,289,64.0,2,1,1,181d+,autumn,96,2,over half,Groups,Transient-Party
2015-12-10,2016-09-24,289,64.0,2,1,1,181d+,autumn,96,2,over half,Groups,Transient-Party
2015-12-10,2016-09-24,289,64.0,2,1,1,181d+,autumn,96,2,over half,Groups,Transient-Party
2015-12-10,2016-09-24,289,64.0,2,1,1,181d+,autumn,96,2,over half,Groups,Transient-Party
2015-12-10,2016-09-24,289,64.0,2,1,1,181d+,autumn,96,2,over half,Groups,Transient-Party
2015-12-10,2016-09-24,289,64.0,2,1,1,181d+,autumn,96,2,over half,Groups,Transient-Party
2015-10-17,2016-09-25,344,46.75,4,10,0,181d+,autumn,other,0-1,up to half,Offline TA/TO,Transient
2015-10-17,2016-09-25,344,46.75,4,10,0,181d+,autumn,other,0-1,up to half,Offline TA/TO,Transient
2015-11-20,2016-09-25,310,76.5,4,10,1,181d+,autumn,other,2,up to half,Offline TA/TO,Contract
2015-04-03,2016-09-26,542,69.71,2,5,0,181d+,autumn,other,2,up to half,Groups,Transient-Party
2015-04-03,2016-09-26,542,87.0,2,5,0,181d+,autumn,other,2,up to half,Groups,Transient-Party
2015-10-15,2016-09-26,347,68.0,2,5,1,181d+,autumn,other,2,up to half,Groups,Transient-Party
2015-04-03,2016-09-26,542,87.0,2,5,0,181d+,autumn,other,2,up to half,Groups,Transient-Party
2015-04-03,2016-09-26,542,89.0,2,5,0,181d+,autumn,other,2,up to half,Groups,Transient-Party
2015-10-29,2016-09-26,333,79.42,3,7,0,181d+,autumn,40,2,up to half,Offline TA/TO,Transient
2015-10-08,2016-09-26,354,86.4,2,5,0,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2015-04-03,2016-09-26,542,70.0,2,5,0,181d+,autumn,other,2,up to half,Groups,Transient-Party
2015-04-03,2016-09-26,542,89.0,2,5,0,181d+,autumn,other,2,up to half,Groups,Transient-Party
2015-04-03,2016-09-26,542,87.0,2,5,0,181d+,autumn,other,2,up to half,Groups,Transient-Party
2015-04-03,2016-09-26,542,99.0,2,5,0,181d+,autumn,other,3,up to half,Groups,Transient-Party
2015-04-03,2016-09-26,542,68.0,2,5,0,181d+,autumn,other,2,up to half,Groups,Transient-Party
2015-10-29,2016-09-26,333,74.62,3,7,0,181d+,autumn,40,2,up to half,Offline TA/TO,Transient
2015-04-03,2016-09-26,542,22.4,3,7,0,181d+,autumn,other,2,up to half,Groups,Transient-Party
2015-10-21,2016-09-27,342,110.36,4,10,0,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2015-10-21,2016-09-27,342,110.36,4,10,0,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2016-02-12,2016-09-28,229,105.2,1,4,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-09,2016-09-28,263,71.04,4,10,1,181d+,autumn,240,3,up to half,Online TA,Transient
2015-10-23,2016-09-29,342,36.0,2,4,0,181d+,autumn,other,0-1,up to half,Groups,Transient
2016-03-30,2016-09-30,184,90.0,2,5,1,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2016-01-05,2016-09-30,269,64.64,4,10,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-08,2016-10-01,207,83.0,2,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-11-17,2016-10-01,319,81.0,2,4,1,181d+,autumn,242,2,up to half,Online TA,Transient
2015-08-25,2016-10-01,403,52.2,6,15,1,181d+,autumn,242,2,up to half,Online TA,Transient
2015-08-25,2016-10-01,403,52.2,6,15,1,181d+,autumn,242,2,up to half,Online TA,Transient
2016-02-02,2016-10-02,243,49.0,2,2,1,181d+,autumn,240,0-1,up to half,Online TA,Transient
2016-01-18,2016-10-02,258,52.6,2,3,1,181d+,autumn,240,0-1,up to half,Online TA,Transient
2016-03-31,2016-10-03,186,139.3,1,3,1,181d+,autumn,156,3,up to half,Offline TA/TO,Transient
2016-02-11,2016-10-03,235,98.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-10-28,2016-10-03,341,37.4,3,7,0,181d+,autumn,40,2,up to half,Offline TA/TO,Transient-Party
2016-03-21,2016-10-05,198,65.37,2,5,1,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2016-03-21,2016-10-05,198,107.6,2,7,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-21,2016-10-05,198,62.56,2,7,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-19,2016-10-06,261,85.0,0,2,1,181d+,autumn,other,2,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,2,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,54.0,0,2,0,181d+,autumn,315,2,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,50.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,2,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,54.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,66.0,0,3,0,181d+,autumn,315,3,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,42.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,52.0,0,3,0,181d+,autumn,315,2,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,2,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,54.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,42.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,2,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,50.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,44.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,54.0,0,3,0,181d+,autumn,315,2,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,2,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,2,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,0-1,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,0,3,0,181d+,autumn,315,2,none,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,1,3,1,181d+,autumn,315,2,up to half,Groups,Transient-Party
2015-09-19,2016-10-06,383,48.0,1,3,1,181d+,autumn,315,2,up to half,Groups,Transient-Party
